LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,PROPERTY AGE
"Dhapasi, Kathmandu",,1711.25,22,east-south,2.5,7.0,5.0,7.0
"Bhaisepati, Lalitpur",75000000,2053.5,20,east-south,2.5,6.0,,5.0
"Baluwakhani, Kathmandu",31500000,1369.0,13,east,2.5,3.0,4.0,11.0
"Tenzing Chowk, Kathmandu",26500000,1129.425,13,east,2.0,6.0,4.0,5.0
"Sukedhara, Kathmandu",35000000,1711.25,14,west,2.5,6.0,3.0,7.0
"Bhaisepati, Lalitpur",,1779.7,20,,2.5,4.0,4.0,9.0
"Narayanthan , Kathmandu",55000000,3764.75,15,east,2.5,4.0,5.0,11.0
"Rudreshwor, Kathmandu",49000000,1745.475,13,east,2.5,5.0,6.0,9.0
"Bafal, Kathmandu",28500000,1369.0,13,west,2.5,7.0,4.0,9.0
"Ichangu Narayan, Kathmandu",,1813.925,10,north-west,3.0,15.0,4.0,17.0
"28 Kilo, Kavrepalanchok",85000000,787.175,13,east,1.0,4.0,4.0,17.0
"Ichangu Narayan, Kathmandu",21500000,752.95,9,west,2.5,4.0,4.0,5.0
"Basanti Chowk, Kathmandu",22000000,1026.75,10,south,2.5,4.0,4.0,16.0
"Tindhara, Kathmandu",22000000,1026.75,26,north,2.5,6.0,5.0,11.0
"Buddha Chowk, Kathmandu",24000000,1026.75,10,west,2.5,4.0,5.0,16.0
"Bansbari, Kathmandu",88000000,4107.0,12,east,2.5,6.0,3.0,12.0
"Hattigaunda, Kathmandu",36500000,2121.9500000000003,13,east-north,3.0,4.0,3.0,11.0
"Dhapakhel, Lalitpur",27000000,1129.425,13,east,2.5,6.0,4.0,16.0
"Dholahiti, Lalitpur",33000000,1369.0,12,west,2.5,5.0,4.0,12.0
"Hattigaunda, Kathmandu",,2121.9500000000003,10,east,2.5,6.0,4.0,12.0
"Gwarko, Lalitpur",27000000,1060.9750000000001,13,south,3.0,5.0,4.0,2.0
"Bhaisepati, Lalitpur",46500000,1369.0,13,east-south,2.5,4.0,4.0,5.0
"Matatirtha, Kathmandu",20000000,1745.475,26,south,3.0,3.0,3.0,8.0
"Imadol, Lalitpur",36000000,2395.75,20,east-north,2.5,5.0,2.0,11.0
"Gairi Gaun, Kathmandu",,,13,north,2.5,6.0,4.0,26.0
"Putalisadak, Kathmandu",,752.95,32,west,3.5,1.0,4.0,11.0
"Sitapaila, Kathmandu",27000000,1369.0,10,north,3.5,5.0,4.0,9.0
"Bhaisepati, Lalitpur",30000000,1026.75,12,west,2.0,5.0,4.0,9.0
"Bhaisepati, Lalitpur",51000000,1711.25,20,west,2.5,5.0,4.0,2.0
"Kapan, Kathmandu",29800000,1403.225,13,east,3.0,6.0,3.0,26.0
"Mahalaxmisthan, Lalitpur",130000000,444.925,12,south,2.5,7.0,4.0,9.0
"Budhanilkantha, Kathmandu",48000000,2840.675,12,east,2.5,5.0,3.0,12.0
"Bhaisepati, Lalitpur",210000000,6160.5,20,east,2.5,6.0,5.0,12.0
"Imadol, Lalitpur",23500000,1026.75,13,east,2.5,5.0,3.0,2.0
"Satdobato, Lalitpur",70000000,3422.5,13,south,4.5,13.0,9.0,5.0
"Syuchatar, Kathmandu",25000000,1095.2,13,south,2.5,6.0,2.0,9.0
"Budhanilkantha, Kathmandu",115000000,6160.5,13,south-west,2.5,5.0,4.0,9.0
"Bafal, Kathmandu",28500000,1369.0,12,south,2.5,5.0,4.0,2.0
"Sitapaila, Kathmandu",27500000,1403.225,16,east-south,2.5,4.0,3.0,21.0
"Sitapaila, Kathmandu",29500000,1437.45,16,south,2.5,4.0,3.0,9.0
"Bhotepul, Sunsari",37500000,510.30182,30,south-west,5.0,,,11.0
"Anamnagar, Kathmandu",400000000,5133.75,10,south-west,7.0,,,9.0
"Kalyanpur, Chitwan",14000000,510.30182,20,east-south,2.0,5.0,4.0,5.0
"Purano Naikap, Kathmandu",48000000,2121.9500000000003,13,east-north,3.0,7.0,5.0,8.0
"Battisputali, Kathmandu",32000000,1197.875,20,west,3.0,7.0,4.0,5.0
"Sitapaila, Kathmandu",31500000,1711.25,13,east,2.5,5.0,5.0,12.0
"Tilganga, Kathmandu",61500000,752.95,20,east-south,4.5,21.0,21.0,3.0
"Thulobharyang, Kathmandu",15000000,752.95,10,south,1.0,3.0,1.0,5.0
"Jorpati, Kathmandu",23000000,1095.2,10,south,2.5,5.0,3.0,20.0
"Nil Barahi Mandir, Bhaktapur",20000000,1060.9750000000001,20,,2.0,4.0,2.0,12.0
"Balaju, Kathmandu",57500000,3114.475,10,west,2.5,6.0,3.0,10.0
"Sitapaila, Kathmandu",12000000,787.175,4,east-north,2.5,3.0,,2.0
"Naikap, Kathmandu",20000000,1060.9750000000001,10,north,2.5,4.0,2.0,8.0
"Machhapokhari, Kathmandu",30000000,1369.0,10,east,2.5,4.0,4.0,5.0
"Rai Chowk, Kathmandu",30000000,11664.0416,13,south,3.0,6.0,3.0,12.0
"Gothatar, Kathmandu",26800000,1095.2,10,east-south,3.5,6.0,4.0,11.0
"Bhaisepati, Lalitpur",,2053.5,15,east-south,2.5,5.0,5.0,9.0
"Baneshwor, Kathmandu",,10952.0,13,north,2.5,8.0,4.0,9.0
"Dhapakhel, Lalitpur",30000000,1369.0,20,south-west,2.5,6.0,4.0,2.0
"Kageshwari Manohara, Kathmandu",31000000,1095.2,20,east,3.5,6.0,5.0,9.0
"Bishalnagar, Kathmandu",130000000,36450.13,14,south-west,2.5,4.0,4.0,23.0
"Simaltar, Kathmandu",95000000,4791.5,20,north,3.0,9.0,10.0,9.0
"Sunakothi, Lalitpur",42500000,2053.5,12,east,2.5,3.0,3.0,12.0
"Pepsicola, Kathmandu",50000000,1437.45,36,east-north,3.5,3.0,5.0,12.0
"Budhanilkantha, Kathmandu",53500000,2738.0,13,west,2.5,13.0,5.0,2.0
"Satdobato, Lalitpur",26000000,1026.75,13,east,2.5,4.0,3.0,2.0
"Bafal, Kathmandu",24000000,1060.9750000000001,13,west,2.5,5.0,3.0,5.0
"Bhaisepati, Lalitpur",55000000,1711.25,12,south-west,2.5,4.0,5.0,5.0
"Budhanilkantha, Kathmandu",46500000,2395.75,15,west,2.5,9.0,6.0,9.0
"Budhanilkantha, Kathmandu",36000000,1369.0,15,west,2.5,4.0,5.0,9.0
"Manamaiju, Kathmandu",27500000,1369.0,12,north,3.5,6.0,4.0,9.0
"Dhapasi, Kathmandu",42500000,1711.25,18,south,2.5,6.0,5.0,2.0
"Balkumari, Lalitpur",42500000,1437.45,36,east-north,4.0,16.0,4.0,21.0
"Kadaghari, Kathmandu",27000000,1095.2,13,north,2.5,6.0,3.0,9.0
"Dhapasi, Kathmandu",28500000,1095.2,16,east,2.5,4.0,4.0,5.0
"Lolang, Kathmandu",35500000,1026.75,12,east-north,3.0,4.0,4.0,8.0
"Tokha, Kathmandu",29000000,1437.45,13,east,2.5,4.0,4.0,5.0
"Nakhipot, Lalitpur",32000000,1437.45,20,west,2.5,5.0,4.0,9.0
"Goldhunga, Kathmandu",30000000,1437.45,20,east,2.5,4.0,4.0,9.0
"Italitar, Kathmandu",77500000,2772.225,20,east,3.0,5.0,5.0,6.0
"Machhe Gaun, Kathmandu",14000000,1026.75,13,west,3.0,8.0,,23.0
"Rudreshwor, Kathmandu",50000000,1745.475,16,east,3.0,4.0,5.0,11.0
"Imadol, Lalitpur",16500000,1026.75,13,south,1.0,2.0,1.0,11.0
"Chamati, Kathmandu",140000000,3080.25,26,west,6.0,15.0,8.0,9.0
"Nakhipot, Lalitpur",24000000,1026.75,13,south,3.0,4.0,4.0,23.0
"Chapali, Kathmandu",28000000,1129.425,13,east-north,3.0,5.0,3.0,11.0
"Phulbari Colony, Kathmandu",92000000,3422.5,20,east-south,2.5,6.0,5.0,11.0
"Jarankhu, Kathmandu",35000000,1369.0,13,west,3.5,7.0,4.0,23.0
"Koteshwor, Kathmandu",27500000,1026.75,26,north,2.5,6.0,4.0,3.0
"Charkhal, Kathmandu",28500000,1369.0,13,east-south,3.0,8.0,6.0,5.0
"Hattigaunda, Kathmandu",36500000,2087.725,14,south,2.5,7.0,7.0,8.0
"Hattigaunda, Kathmandu",45000000,1711.25,15,east-north,2.5,6.0,5.0,5.0
"Matatirtha, Kathmandu",20000000,2738.0,16,south,2.5,8.0,,9.0
"Balkhu, Kathmandu",72000000,2738.0,20,west,2.5,7.0,5.0,9.0
"Taukhel, Lalitpur",30000000,1437.45,8,north,2.5,4.0,3.0,6.0
"Mandikhatar, Kathmandu",18500000,924.075,13,south,2.5,6.0,5.0,13.0
"aanapurna Tole, Rupandehi",140000000,10935.039,32,,3.0,16.0,,23.0
"Deuwa chowk, Kathmandu",45000000,1471.675,13,south,2.5,5.0,4.0,2.0
"Hattigaunda, Kathmandu",45000000,1711.25,13,north,3.0,6.0,4.0,9.0
"Nakkhu, Lalitpur",39500000,1711.25,13,east,2.5,4.0,4.0,9.0
"Hepali Height, Kathmandu",45000000,1437.45,20,south-west,3.0,3.0,3.0,6.0
"Bhadrabas, Kathmandu",12500000,1026.75,20,west,1.0,2.0,1.0,23.0
"Dhapasi, Kathmandu",41000000,1369.0,20,east-south,3.0,5.0,4.0,13.0
"Bhaisepati, Lalitpur",38000000,1129.425,13,east,3.0,4.0,4.0,11.0
"Dhapasi, Kathmandu",37500000,1369.0,13,east,3.0,6.0,4.0,23.0
"Hattigaunda, Kathmandu",65000000,2121.9500000000003,14,east,2.5,6.0,7.0,6.0
"Hattiban, Lalitpur",90000000,2738.0,20,south,2.0,4.0,5.0,11.0
"Balkhu, Lalitpur",24900000,787.175,20,north,2.5,3.0,3.0,11.0
"Bhaisepati, Lalitpur",45000000,1711.25,16,south,2.0,4.0,4.0,5.0
"Bhaktapur, Bhaktapur",14000000,1095.2,12,west,2.0,3.0,2.0,9.0
"Rudreshwor, Kathmandu",59500000,2053.5,13,south,3.0,5.0,5.0,5.0
"Jarankhu, Kathmandu",35000000,1369.0,13,north,3.5,8.0,4.0,8.0
"Paiyuntar, Kathmandu",30000000,1471.675,12,west,2.5,5.0,4.0,5.0
"Budhanilkantha, Kathmandu",50000000,1745.475,15,east,2.5,4.0,5.0,9.0
"Ganesh Chowk, Kathmandu",45000000,1779.7,13,south-west,2.5,5.0,4.0,9.0
"Hattiban, Lalitpur",46500000,1437.45,20,south-west,2.5,4.0,4.0,9.0
"Kalimati, Kathmandu",82000000,3422.5,20,south,2.5,6.0,4.0,13.0
"Kalikasthan, Kathmandu",25000000,444.925,30,east,2.5,4.0,,16.0
"Budhanilkantha, Kathmandu",29800000,1403.225,13,south,2.5,5.0,4.0,5.0
"Birtamode, Jhapa",15000000,400.95143,14,east,2.5,4.0,4.0,5.0
"Gurjudhara, Kathmandu",19000000,1026.75,13,,1.5,8.0,,2.0
"Thulobharyang, Kathmandu",29000000,1369.0,10,north,2.5,6.0,3.0,11.0
"Bansbari, Kathmandu",96000000,5476.0,15,east-south,2.5,7.0,6.0,5.0
"Dhapasi, Kathmandu",23000000,1369.0,13,east-north,2.5,4.0,3.0,9.0
"Bhadrabas, Kathmandu",12500000,1369.0,20,north,1.0,2.0,2.0,9.0
"Bagdol, Lalitpur",55000000,2053.5,16,east,3.5,7.0,4.0,5.0
"Dhapasi, Kathmandu",125000000,1026.75,18,east-south,2.0,5.0,5.0,8.0
"Ganesh Chowk, Kathmandu",67500000,2087.725,12,east-north,2.5,6.0,5.0,5.0
"Bhaisepati, Lalitpur",150000000,2738.0,12,south,2.0,5.0,6.0,9.0
"Kapan, Kathmandu",36000000,1711.25,13,north,3.5,6.0,5.0,9.0
"Bhaisepati, Lalitpur",,2806.45,13,east,2.5,6.0,7.0,
"Siddhartha Colony, Kathmandu",35000000,1026.75,20,east,2.5,6.0,6.0,9.0
"Narayanthan , Kathmandu",42500000,1129.425,16,south,2.5,5.0,5.0,18.0
"Nakkhu, Lalitpur",53000000,1779.7,13,south-west,2.5,4.0,4.0,11.0
"Bhaisepati, Lalitpur",40000000,1711.25,20,west,2.5,5.0,4.0,6.0
"Bhaisepati, Lalitpur",150000000,2806.45,13,south,2.5,6.0,7.0,8.0
"Hattigaunda, Kathmandu",36500000,2121.9500000000003,15,east,2.5,5.0,5.0,18.0
"Bhaisepati, Lalitpur",39900000,1711.25,15,east,2.5,4.0,4.0,16.0
"Sundarbasti, Kathmandu",38500000,1437.45,20,east-south,2.5,6.0,5.0,6.0
"Sundarbasti, Kathmandu",38500000,1711.25,13,east-north,2.5,6.0,5.0,7.0
"Sitapaila, Kathmandu",67400000,3490.95,20,north-west,2.0,4.0,3.0,6.0
"Budhanilkantha, Kathmandu",110000000,5133.75,15,east-north,2.5,5.0,6.0,6.0
"Gothatar, Kathmandu",14000000,1095.2,20,east,1.0,2.0,1.0,9.0
"Gongabu, Kathmandu",31500000,1369.0,13,south,2.5,11.0,5.0,8.0
"Bhaisepati, Lalitpur",47500000,1437.45,13,east-south,2.5,5.0,4.0,8.0
"Thaiba, Lalitpur",37000000,1540.125,22,north,2.5,6.0,4.0,10.0
"Jarankhu, Kathmandu",25000000,1369.0,12,east-south,2.5,5.0,3.0,8.0
"Dhapakhel, Lalitpur",18500000,1437.45,26,west,2.5,4.0,3.0,11.0
"Sudal, Bhaktapur",21000000,1129.425,10,east,3.5,10.0,3.0,7.0
"Khumaltar, Lalitpur",35000000,2053.5,22,east-north,2.5,6.0,4.0,6.0
"Nakhipot, Lalitpur",27500000,1369.0,14,west,2.5,4.0,4.0,8.0
"Aarubari, Kathmandu",19000000,1026.75,12,north-west,3.5,10.0,3.0,21.0
"Baluwa, Kathmandu",19000000,1095.2,13,north,2.5,5.0,4.0,16.0
"Deuwa chowk, Kathmandu",52500000,2738.0,12,east,3.0,8.0,4.0,6.0
"Tinthana, Kathmandu",19800000,1026.75,13,,2.5,8.0,,6.0
"Machhegaun , Kathmandu",45000000,2738.0,13,east-north,2.5,5.0,4.0,6.0
"Imadol, Lalitpur",26500000,1095.2,11,north-west,2.5,4.0,4.0,5.0
"Satdobato, Lalitpur",45000000,2087.725,12,west,2.5,6.0,3.0,5.0
"Swoyambhu, Kathmandu",110000000,3080.25,18,north,2.5,11.0,9.0,25.0
"Imadol, Lalitpur",27500000,1095.2,20,south-west,2.5,6.0,1.0,8.0
"Sinamangal, Kathmandu",45000000,1779.7,13,west,2.5,5.0,5.0,7.0
"Khumaltar, Lalitpur",42500000,1779.7,18,west,2.5,7.0,4.0,21.0
"Radhe Radhe, Bhaktapur",62500000,2738.0,16,east-south,2.5,6.0,3.0,16.0
"Dhapakhel, Lalitpur",42000000,2806.45,13,east-north,2.0,4.0,3.0,6.0
"Chunikhel, Kathmandu",15500000,1026.75,20,south,1.0,4.0,,5.0
"Kapan, Kathmandu",33500000,1369.0,13,,2.5,,,5.0
"SuryadaRs.han Height, Kathmandu",32500000,1129.425,16,west,3.5,5.0,3.0,25.0
"Dhapakhel, Lalitpur",29000000,1026.75,26,east-south,2.5,3.0,3.0,8.0
"Budhanilkantha, Kathmandu",32000000,1369.0,20,south,2.5,4.0,4.0,11.0
"Budhanilkantha, Kathmandu",32500000,1403.225,20,south,2.5,,,6.0
"Sukedhara, Kathmandu",49500000,1369.0,12,west,2.0,,,8.0
"Bhaisepati, Lalitpur",55000000,1711.25,18,east,2.5,3.0,3.0,21.0
"Budhanilkantha, Kathmandu",42500000,1711.25,18,north,2.5,,,16.0
"Sanepa, Lalitpur",77500000,3148.7,16,east,2.5,4.0,4.0,6.0
"Boharatar, Kathmandu",20000000,1026.75,13,east,2.0,5.0,2.0,6.0
"Budhanilkantha, Kathmandu",48000000,1369.0,25,east-north,2.5,6.0,5.0,7.0
"Gundu, Bhaktapur",105000000,3422.5,20,east,1.0,,,5.0
"Jhamsikhel, Lalitpur",40000000,1026.75,20,east,2.5,4.0,4.0,8.0
"Ekantakuna, Lalitpur",36000000,1711.25,443,east-south,2.5,6.0,3.0,21.0
"Bhaisepati, Lalitpur",36500000,1095.2,20,north,2.5,5.0,4.0,16.0
"Godawari, Lalitpur",55000000,0.0,16,north,2.5,4.0,4.0,5.0
"Grande Villa, Kathmandu",53500000,1779.7,21,east,2.5,5.0,5.0,5.0
"Budhanilkantha, Kathmandu",50000000,1745.475,12,north,2.5,5.0,,5.0
"Bhaisepati, Lalitpur",55000000,1711.25,20,south-west,2.5,4.0,5.0,5.0
"Budhanilkantha, Kathmandu",35000000,1095.2,20,east,2.0,6.0,6.0,10.0
"Sainbu, Lalitpur",30000000,1369.0,0,north,2.5,4.0,,8.0
"Pepsicola, Kathmandu",26000000,1026.75,10,north,3.5,8.0,4.0,12.0
"Thankot, Kathmandu",19500000,1095.2,13,east,2.5,,,8.0
"Thamel, Kathmandu",130000000,2053.5,20,east-south,2.0,,,21.0
"Sanobharyang, Kathmandu",45000000,1711.25,20,north,2.5,4.0,5.0,3.0
"Khusibu, Kathmandu",105000000,2429.975,16,south,4.5,10.0,8.0,7.0
"Sukedhara, Kathmandu",70000000,2395.75,12,east,2.5,4.0,3.0,6.0
"Khadpu, Kavrepalanchok",13500000,787.175,13,west,3.0,6.0,5.0,5.0
"Thulobharyang, Kathmandu",35000000,1026.75,13,north,3.0,5.0,4.0,5.0
"Imadol, Lalitpur",20500000,752.95,13,north,2.5,4.0,4.0,3.0
"Thankot, Kathmandu",30000000,1369.0,13,south,1.5,4.0,2.0,2.0
"Gongabu, Kathmandu",19000000,,13,west,1.5,8.0,,8.0
"Lazimpat, Kathmandu",22500000,752.95,10,north,2.5,4.0,2.0,21.0
"Tokha, Kathmandu",24000000,1026.75,11,south,3.0,5.0,3.0,6.0
"Putalisadak, Kathmandu",50000000,,20,west,3.5,,,6.0
"Ganesh Chowk, Kathmandu",65000000,2053.5,12,,2.5,,,7.0
"Bhaisepati, Lalitpur",55000000,1437.45,16,east-south,2.5,3.0,4.0,5.0
"Chandragiri, Kathmandu",18500000,1095.2,10,,2.5,8.0,,25.0
"Maharajgunj, Kathmandu",90000000,4141.224999999999,16,south,2.5,5.0,4.0,10.0
"Khumaltar, Lalitpur",40000000,1369.0,26,east,2.5,4.0,5.0,11.0
"Kapan, Kathmandu",16000000,1060.9750000000001,13,east,1.0,4.0,,7.0
"Budhanilkantha, Kathmandu",39000000,1711.25,20,north-west,3.0,6.0,5.0,21.0
"Bansbari, Kathmandu",62500000,3148.7,13,south,2.0,4.0,3.0,5.0
"Bansbari, Kathmandu",62500000,3422.5,13,south,2.0,3.0,3.0,5.0
"Gatthaghar, Bhaktapur",31000000,,12,south,2.5,4.0,4.0,25.0
"Putalisadak, Kathmandu",85000000,2395.75,12,east,3.5,6.0,7.0,10.0
"Kalanki, Kathmandu",32000000,1369.0,12,east,2.5,,,8.0
"Budhanilkantha, Kathmandu",70000000,2738.0,20,west,2.5,6.0,5.0,11.0
"Golfutar, Kathmandu",31500000,1095.2,20,east-north,2.5,5.0,5.0,7.0
"Pasikot, Kathmandu",33000000,1437.45,16,,3.0,,4.0,8.0
"Rudreshwor, Kathmandu",57500000,2053.5,15,south,2.5,5.0,5.0,21.0
"Kapan, Kathmandu",29500000,2053.5,8,east,3.5,,,7.0
"Sukedhara, Kathmandu",22500000,1369.0,13,,2.5,,,
"Bishalnagar, Kathmandu",100000000,2738.0,16,south,3.0,5.0,3.0,7.0
"Budhanilkantha, Kathmandu",67500000,2738.0,15,east-south,2.5,5.0,5.0,8.0
"Pasikot, Kathmandu",33500000,1711.25,13,south,2.5,5.0,4.0,11.0
"Budhanilkantha, Kathmandu",175000000,5818.25,12,east-south,2.5,5.0,5.0,7.0
"Deuwa Niwas, Kathmandu",41500000,1369.0,14,north,2.5,4.0,4.0,12.0
"Harisiddhi, Lalitpur",30000000,1060.9750000000001,10,south,2.5,3.0,3.0,8.0
"Nepaltar, Kathmandu",21000000,1026.75,10,south,2.5,5.0,3.0,21.0
"Thankot, Kathmandu",26000000,1369.0,13,north,3.0,6.0,5.0,16.0
"Manigram, Rupandehi",23000000,546.75195,40,east-south,2.5,,,6.0
"Setipakha, Lalitpur",31000000,1369.0,15,south,2.5,4.0,5.0,5.0
"Ekatabasti, Kathmandu",16000000,752.95,12,south,2.5,4.0,5.0,5.0
"Budhanilkantha, Kathmandu",33500000,1369.0,13,east,2.5,6.0,5.0,5.0
"Sorhakhutte, Kathmandu",45000000,1095.2,12,east,5.5,15.0,7.0,5.0
"Bhaisepati, Lalitpur",14000000,2053.5,15,south,2.5,5.0,6.0,25.0
"Thado Dhunga, Lalitpur",18000000,3422.5,15,north,2.5,3.0,3.0,10.0
"Imadol, Lalitpur",34500000,1369.0,13,east,1.5,5.0,,11.0
"Imadol, Lalitpur",14500000,1026.75,11,north,1.5,4.0,1.0,7.0
"Budhanilkantha, Kathmandu",18500000,1095.2,13,south,1.0,4.0,,8.0
"Naya Bazar, Kathmandu",77500000,3182.925,20,east,,,,
"Dahachowk, Kathmandu",17500000,1095.2,13,east,2.5,,,8.0
"Khadpu, Kavrepalanchok",14500000,2053.5,13,east,2.0,,,10.0
"Bhaisepati, Lalitpur",44000000,1129.425,20,north,2.5,4.0,4.0,8.0
"Imadol, Lalitpur",36000000,1403.225,20,east-north,2.5,7.0,,11.0
"Budhanilkantha, Kathmandu",75000000,2498.4249999999997,24,south,2.5,4.0,5.0,7.0
"Budhanilkantha, Kathmandu",39500000,1711.25,13,east-south,3.0,7.0,5.0,12.0
"New Road, Kathmandu",45000000,1437.45,13,east,6.0,14.0,6.0,19.0
"Banepa, Kavrepalanchok",20000000,1026.75,16,east,3.0,10.0,3.0,10.0
"New Road, Kathmandu",22500000,1200.0,13,south,7.0,,,19.0
"Sitapaila, Kathmandu",30000000,1437.45,12,north,2.5,6.0,3.0,21.0
"Kapan, Kathmandu",33800000,1437.45,13,north,2.5,6.0,5.0,7.0
"Kapan, Kathmandu",18500000,1026.75,12,south,2.5,5.0,4.0,6.0
"Kapan, Kathmandu",14000000,1026.75,12,south-west,1.0,2.0,1.0,16.0
"Baseni, Chitwan",12000000,2916.0104,13,west,2.5,4.0,3.0,6.0
"Budhanilkantha, Kathmandu",26000000,1369.0,13,north,2.5,5.0,4.0,5.0
"Balaju, Kathmandu",110000000,3490.95,12,east-north,5.0,10.0,6.0,5.0
"Gopikrishna Hall, Kathmandu",28500000,1369.0,12,west,2.5,6.0,4.0,5.0
"Grande Villa, Kathmandu",39000000,1471.675,16,north,2.0,4.0,3.0,25.0
"Nakhipot, Lalitpur",29000000,992.525,20,south,2.5,4.0,4.0,8.0
"Lubhu, Lalitpur",17500000,855.625,13,south,2.5,4.0,4.0,11.0
"Budhanilkantha, Kathmandu",33500000,1540.125,13,north,2.5,6.0,2.0,7.0
"Sirutar, Bhaktapur",26500000,1129.425,10,east-north,2.0,4.0,4.0,12.0
"Panga, Kathmandu",27500000,1369.0,12,north,4.0,13.0,4.0,8.0
"Budhanilkantha, Kathmandu",60000000,2053.5,15,east-south,2.5,6.0,5.0,19.0
"Khumaltar, Lalitpur",28500000,1711.25,10,south,1.0,2.0,1.0,7.0
"Anamnagar, Kathmandu",13000000,1026.75,4,west,4.0,4.0,2.0,10.0
"Greenhill City, Kathmandu",25500000,1369.0,13,south,3.0,5.0,2.0,11.0
"Golfutar, Kathmandu",39000000,1779.7,13,east-south,2.5,4.0,4.0,12.0
"Budhanilkantha, Kathmandu",42500000,1711.25,12,north,2.5,5.0,5.0,8.0
"Birendra Chowk, Kathmandu",40000000,1711.25,14,north,3.0,7.0,5.0,11.0
"Budhanilkantha, Kathmandu",75000000,2395.75,14,east-south,2.5,5.0,5.0,13.0
"Khumaltar, Lalitpur",36500000,1095.2,13,east,2.5,3.0,4.0,21.0
"Jawalakhel, Lalitpur",110000000,4107.0,26,north,2.0,4.0,3.0,26.0
"Jyotinagar, Kathmandu",38800000,1026.75,12,north,2.5,5.0,4.0,13.0
"Thaiba, Lalitpur",45000000,2053.5,20,east-south,2.5,4.0,4.0,20.0
"Balkumari, Lalitpur",35000000,2738.0,12,west,,,,15.0
"Kalanki, Kathmandu",24000000,1369.0,12,,2.5,,,9.0
"Nakkhu, Lalitpur",,1711.25,13,east,2.5,4.0,4.0,8.0
"Tarkeshwor, Kathmandu",85000000,1095.2,16,,2.0,,,18.0
"Bhaisepati, Lalitpur",59500000,2053.5,13,south-west,2.5,5.0,5.0,3.0
"Bhaisepati, Lalitpur",41000000,1129.425,20,north,2.5,4.0,4.0,3.0
"Mid Baneshwor, Kathmandu",70000000,3080.25,13,,2.5,,,6.0
"Gongabu, Kathmandu",55000000,2121.9500000000003,13,south,5.0,20.0,22.0,1.0
"Hattigaunda, Kathmandu",59000000,2498.4249999999997,12,west,2.5,5.0,5.0,3.0
"Hepali Height, Kathmandu",45500000,1711.25,12,south,2.5,6.0,5.0,9.0
"Naya Basti, Kathmandu",20500000,1026.75,10,south,2.5,7.0,3.0,18.0
"Gongabu, Kathmandu",37500000,1060.9750000000001,10,west,3.5,8.0,3.0,9.0
"Golfutar, Kathmandu",43500000,1437.45,16,west,2.5,3.0,3.0,8.0
"Manamaiju, Kathmandu",32500000,1100.0,16,south,3.5,,,18.0
"Dhapasi, Kathmandu",31000000,1129.425,13,south-west,2.5,5.0,3.0,6.0
"Banasthali, Kathmandu",31000000,1369.0,14,south,2.5,4.0,4.0,3.0
"Budhanilkantha, Kathmandu",47500000,1471.675,13,south,2.5,,,6.0
"Manjushree Marga, Lalitpur",27500000,1369.0,13,south,2.0,5.0,3.0,6.0
"Budhanilkantha, Kathmandu",32000000,1026.75,15,north-west,2.5,6.0,5.0,3.0
"Handigaun, Kathmandu",52500000,2464.2000000000003,15,south,2.5,7.0,5.0,3.0
"Chakupat, Lalitpur",60000000,2053.5,13,south,3.5,5.0,5.0,9.0
"Sundarbasti, Kathmandu",24500000,1095.2,12,east,2.5,,,8.0
"Deuwa chowk, Kathmandu",70000000,2429.975,13,east,4.0,8.0,12.0,18.0
"Satungal, Kathmandu",21500000,1471.675,14,east,1.0,2.0,1.0,9.0
"Hattigaunda, Kathmandu",57500000,2053.5,15,east,2.5,6.0,5.0,6.0
"Naxal, Kathmandu",82000000,3422.5,12,east,2.5,6.0,3.0,3.0
"Bansbari, Kathmandu",55000000,2121.9500000000003,13,north,2.5,6.0,5.0,3.0
"Kapan, Kathmandu",19500000,1026.75,12,east,3.5,7.0,5.0,6.0
"Mandikhatar, Kathmandu",28500000,1060.9750000000001,13,east,2.5,4.0,3.0,1.0
"Bhimsengola, Kathmandu",150000000,7289.925,14,south-east,2.5,5.0,4.0,3.0
"Ghattekulo, Kathmandu",35000000,1060.9750000000001,13,south,4.5,4.0,2.0,3.0
"Ghattekulo, Kathmandu",65000000,2087.725,13,south,3.5,10.0,4.0,7.0
"Minbhawan, Kathmandu",35000000,1197.875,13,east,3.0,6.0,3.0,6.0
"Kapan, Kathmandu",22500000,1026.75,12,north,2.5,,,3.0
"Hattigaunda, Kathmandu",67500000,2738.0,12,north,2.5,3.0,3.0,7.0
"Bhaisepati, Lalitpur",43000000,1745.475,12,south,2.5,4.0,4.0,3.0
"Samakhusi, Kathmandu",30500000,1129.425,15,north,3.0,5.0,4.0,7.0
"Budhanilkantha, Kathmandu",69000000,1711.25,20,north,3.5,8.0,,1.0
"Bhaisepati, Lalitpur",40000000,1369.0,10,south-east,2.5,3.0,3.0,3.0
"Budhanilkantha, Kathmandu",82000000,3422.5,15,north,2.5,4.0,5.0,3.0
"Budhanilkantha, Kathmandu",47000000,2053.5,15,south,2.0,4.0,,3.0
"Budhanilkantha, Kathmandu",19000000,1095.2,13,east-south,2.0,4.0,5.0,5.0
"Mahankal, Kathmandu",33500000,1369.0,20,north,2.5,4.0,3.0,5.0
"Sanepa, Lalitpur",,3080.25,12,east,2.0,4.0,2.0,6.0
